Station;hh;jj;mm;aaaa;temp
Rouen-Boos;09;02;01;2014;7.1
Reims-Prunay;09;02;01;2014;9.2
Brest-Guipavas;09;02;01;2014;9.4
Ploumanac'H;09;02;01;2014;8.2
Rennes-St Jacques;09;02;01;2014;7.2
Alencon;09;02;01;2014;7.6
Orly;09;02;01;2014;8.3
Troyes-Barberey;09;02;01;2014;8.4
Nancy-Ochey;09;02;01;2014;8.5
Strasbourg-Entzheim;09;02;01;2014;6.9
Belle Ile-Le Talut;09;02;01;2014;11.3
Nantes-Bouguenais;09;02;01;2014;8.9
Tours;09;02;01;2014;8.4
Bourges;09;02;01;2014;8.3
Dijon-Longvic;09;02;01;2014;8.5
Bale-Mulhouse;09;02;01;2014;6.1
Pte De Chassiron;09;02;01;2014;11.9
Poitiers-Biard;09;02;01;2014;8.8
Limoges-Bellegarde;09;02;01;2014;8.2
Clermont-Fd;09;02;01;2014;9.2
Le Puy-Loudes;09;02;01;2014;5.7
Lyon-St Exupery;09;02;01;2014;9.4
Bordeaux-Merignac;09;02;01;2014;10.3
Gourdon;09;02;01;2014;9.1
Millau;09;02;01;2014;6.3
Montelimar;09;02;01;2014;11.1
Embrun;09;02;01;2014;0.6
Mont-De-Marsan;09;02;01;2014;11.2
Tarbes-Ossun;09;02;01;2014;8.6
St Girons;09;02;01;2014;6.4
Toulouse-Blagnac;09;02;01;2014;9.3
Montpellier;09;02;01;2014;11.4
Marignane;09;02;01;2014;14.0
Cap Cepet;09;02;01;2014;13.0
Nice;09;02;01;2014;8.5
Perpignan;09;02;01;2014;7.5
Ajaccio;09;02;01;2014;11.4
Bastia;09;02;01;2014;8.8
Glorieuses;09;02;01;2014;31.6
Europa;09;02;01;2014;31.4
Tromelin;09;02;01;2014;30.8
Gillot-Aeroport;09;02;01;2014;25.8
Nouvelle Amsterdam;09;02;01;2014;17.8
Crozet;09;02;01;2014;14.4
Kerguelen;09;02;01;2014;15.9
Pamandzi;09;02;01;2014;30.7
St-Pierre;09;02;01;2014;-10.6
Le Raizet Aero;09;02;01;2014;23.2
Trinite-Caravel;09;02;01;2014;25.7
Lamentin-Aero;09;02;01;2014;25.3
Saint Laurent;09;02;01;2014;21.4
Cayenne-Matoury;09;02;01;2014;21.6
Saint Georges;09;02;01;2014;21.6
Maripasoula;09;02;01;2014;21.3
Dumont D'Urville;09;02;01;2014;3.5
Abbeville;12;02;01;2014;10.4
Lille-Lesquin;12;02;01;2014;9.6
Pte De La Hague;12;02;01;2014;11.0
Caen-Carpiquet;12;02;01;2014;10.1
Rouen-Boos;12;02;01;2014;9.4
Reims-Prunay;12;02;01;2014;10.6
Brest-Guipavas;12;02;01;2014;11.4
Ploumanac'H;12;02;01;2014;10.8
Rennes-St Jacques;12;02;01;2014;12.0
Alencon;12;02;01;2014;9.9
Orly;12;02;01;2014;10.4
Troyes-Barberey;12;02;01;2014;10.0
Nancy-Ochey;12;02;01;2014;7.9
Strasbourg-Entzheim;12;02;01;2014;8.7
Belle Ile-Le Talut;12;02;01;2014;12.2
Nantes-Bouguenais;12;02;01;2014;12.7
Tours;12;02;01;2014;11.4
Bourges;12;02;01;2014;11.6
Dijon-Longvic;12;02;01;2014;11.3
Bale-Mulhouse;12;02;01;2014;9.5
Pte De Chassiron;12;02;01;2014;12.3
Poitiers-Biard;12;02;01;2014;11.7
Limoges-Bellegarde;12;02;01;2014;9.2
Clermont-Fd;12;02;01;2014;12.2
Le Puy-Loudes;12;02;01;2014;7.7
Lyon-St Exupery;12;02;01;2014;11.4
Bordeaux-Merignac;12;02;01;2014;14.2
Gourdon;12;02;01;2014;10.8
Millau;12;02;01;2014;8.2
Montelimar;12;02;01;2014;12.5
Embrun;12;02;01;2014;1.4
Mont-De-Marsan;12;02;01;2014;14.2
Tarbes-Ossun;12;02;01;2014;13.4
St Girons;12;02;01;2014;12.6
Toulouse-Blagnac;12;02;01;2014;12.8
Montpellier;12;02;01;2014;13.8
Marignane;12;02;01;2014;15.1
Cap Cepet;12;02;01;2014;13.8
Nice;12;02;01;2014;10.1
Perpignan;12;02;01;2014;13.5
Ajaccio;12;02;01;2014;15.3
Bastia;12;02;01;2014;14.6
Glorieuses;12;02;01;2014;31.2
Europa;12;02;01;2014;30.7
Tromelin;12;02;01;2014;29.8
Gillot-Aeroport;12;02;01;2014;25.1
Nouvelle Amsterdam;12;02;01;2014;17.7
Crozet;12;02;01;2014;15.3
Kerguelen;12;02;01;2014;19.1
Pamandzi;12;02;01;2014;28.8
St-Pierre;12;02;01;2014;-10.6
Trinite-Caravel;12;02;01;2014;26.8
Lamentin-Aero;12;02;01;2014;25.8
Saint Laurent;12;02;01;2014;24.0
Cayenne-Matoury;12;02;01;2014;23.0
Saint Georges;12;02;01;2014;25.0
Maripasoula;12;02;01;2014;24.6
Dumont D'Urville;12;02;01;2014;3.7
Abbeville;15;02;01;2014;10.0
Lille-Lesquin;15;02;01;2014;9.8
Pte De La Hague;15;02;01;2014;10.8
Caen-Carpiquet;15;02;01;2014;11.0
Rouen-Boos;15;02;01;2014;9.7
Reims-Prunay;15;02;01;2014;9.9
Brest-Guipavas;15;02;01;2014;11.1
Ploumanac'H;15;02;01;2014;11.8
Rennes-St Jacques;15;02;01;2014;12.2
Alencon;15;02;01;2014;10.6
Orly;15;02;01;2014;11.0
Troyes-Barberey;15;02;01;2014;11.1
Nancy-Ochey;15;02;01;2014;8.2
Strasbourg-Entzheim;15;02;01;2014;9.1
Belle Ile-Le Talut;15;02;01;2014;11.9
Nantes-Bouguenais;15;02;01;2014;12.3
Tours;15;02;01;2014;12.0
Bourges;15;02;01;2014;11.4
Dijon-Longvic;15;02;01;2014;10.5
Bale-Mulhouse;15;02;01;2014;9.0
Pte De Chassiron;15;02;01;2014;11.9
Poitiers-Biard;15;02;01;2014;12.0
Limoges-Bellegarde;15;02;01;2014;10.7
Clermont-Fd;15;02;01;2014;11.8
Le Puy-Loudes;15;02;01;2014;7.7
Lyon-St Exupery;15;02;01;2014;12.3
Bordeaux-Merignac;15;02;01;2014;13.9
Gourdon;15;02;01;2014;10.6
Millau;15;02;01;2014;9.3
Montelimar;15;02;01;2014;14.0
Embrun;15;02;01;2014;2.7
Mont-De-Marsan;15;02;01;2014;14.2
Tarbes-Ossun;15;02;01;2014;13.0
St Girons;15;02;01;2014;12.6
Toulouse-Blagnac;15;02;01;2014;13.9
Montpellier;15;02;01;2014;14.8
Marignane;15;02;01;2014;15.3
Cap Cepet;15;02;01;2014;13.6
Nice;15;02;01;2014;10.4
Perpignan;15;02;01;2014;15.2
Ajaccio;15;02;01;2014;14.7
Bastia;15;02;01;2014;13.9
Glorieuses;15;02;01;2014;28.5
Europa;15;02;01;2014;32.0
Tromelin;15;02;01;2014;27.4
Gillot-Aeroport;15;02;01;2014;25.4
Nouvelle Amsterdam;15;02;01;2014;11.4
Crozet;15;02;01;2014;11.2
Kerguelen;15;02;01;2014;13.0
Pamandzi;15;02;01;2014;27.5
St-Pierre;15;02;01;2014;-10.6
Le Raizet Aero;15;02;01;2014;26.5
Trinite-Caravel;15;02;01;2014;27.1
Lamentin-Aero;15;02;01;2014;27.6
Saint Laurent;15;02;01;2014;29.1
Cayenne-Matoury;15;02;01;2014;27.1
Saint Georges;15;02;01;2014;28.5
Maripasoula;15;02;01;2014;27.7
Dumont D'Urville;15;02;01;2014;2.9
Abbeville;18;02;01;2014;7.8
Lille-Lesquin;18;02;01;2014;7.5
Pte De La Hague;18;02;01;2014;11.0
Caen-Carpiquet;18;02;01;2014;9.6
Rouen-Boos;18;02;01;2014;8.1
Reims-Prunay;18;02;01;2014;7.3
Brest-Guipavas;18;02;01;2014;10.8
Ploumanac'H;18;02;01;2014;11.0
Rennes-St Jacques;18;02;01;2014;11.0
Alencon;18;02;01;2014;9.4
Orly;18;02;01;2014;8.7
Troyes-Barberey;18;02;01;2014;8.6
Nancy-Ochey;18;02;01;2014;7.1
Strasbourg-Entzheim;18;02;01;2014;7.4
Belle Ile-Le Talut;18;02;01;2014;12.0
Nantes-Bouguenais;18;02;01;2014;10.8
Tours;18;02;01;2014;9.7
Bourges;18;02;01;2014;9.4
Dijon-Longvic;18;02;01;2014;7.2
Bale-Mulhouse;18;02;01;2014;6.9
Pte De Chassiron;18;02;01;2014;11.5
Poitiers-Biard;18;02;01;2014;9.5
Limoges-Bellegarde;18;02;01;2014;7.7
Clermont-Fd;18;02;01;2014;8.6
Le Puy-Loudes;18;02;01;2014;4.6
Lyon-St Exupery;18;02;01;2014;10.7
Bordeaux-Merignac;18;02;01;2014;11.3
Gourdon;18;02;01;2014;9.5
Millau;18;02;01;2014;6.9
Montelimar;18;02;01;2014;8.4
Embrun;18;02;01;2014;1.6
Mont-De-Marsan;18;02;01;2014;13.0
Tarbes-Ossun;18;02;01;2014;11.3
St Girons;18;02;01;2014;9.0
Toulouse-Blagnac;18;02;01;2014;11.6
Montpellier;18;02;01;2014;9.5
Marignane;18;02;01;2014;10.5
Cap Cepet;18;02;01;2014;10.8
Nice;18;02;01;2014;9.7
Perpignan;18;02;01;2014;10.0
Ajaccio;18;02;01;2014;14.4
Bastia;18;02;01;2014;9.6
Glorieuses;18;02;01;2014;28.5
Europa;18;02;01;2014;26.5
Gillot-Aeroport;18;02;01;2014;25.2
Nouvelle Amsterdam;18;02;01;2014;10.7
Crozet;18;02;01;2014;6.6
Kerguelen;18;02;01;2014;10.4
Pamandzi;18;02;01;2014;27.7
St-Pierre;18;02;01;2014;-11.0
Le Raizet Aero;18;02;01;2014;27.7
Trinite-Caravel;18;02;01;2014;27.1
Lamentin-Aero;18;02;01;2014;28.6
Saint Laurent;18;02;01;2014;28.1
Cayenne-Matoury;18;02;01;2014;28.6
Saint Georges;18;02;01;2014;28.4
Maripasoula;18;02;01;2014;29.1
Dumont D'Urville;18;02;01;2014;2.9
Abbeville;21;02;01;2014;8.3
Lille-Lesquin;21;02;01;2014;8.1
Pte De La Hague;21;02;01;2014;10.9
Caen-Carpiquet;21;02;01;2014;10.4
Rouen-Boos;21;02;01;2014;7.9
Reims-Prunay;21;02;01;2014;8.4
Brest-Guipavas;21;02;01;2014;11.2
Ploumanac'H;21;02;01;2014;11.8
Rennes-St Jacques;21;02;01;2014;10.9
Alencon;21;02;01;2014;9.8
Orly;21;02;01;2014;9.2
Troyes-Barberey;21;02;01;2014;5.7
Nancy-Ochey;21;02;01;2014;7.0
Strasbourg-Entzheim;21;02;01;2014;5.2
Belle Ile-Le Talut;21;02;01;2014;11.1
Nantes-Bouguenais;21;02;01;2014;11.7
Tours;21;02;01;2014;9.9
Bourges;21;02;01;2014;8.1
Dijon-Longvic;21;02;01;2014;4.9
Bale-Mulhouse;21;02;01;2014;5.8
Pte De Chassiron;21;02;01;2014;11.5
Poitiers-Biard;21;02;01;2014;9.6
Limoges-Bellegarde;21;02;01;2014;7.6
Clermont-Fd;21;02;01;2014;6.5
Le Puy-Loudes;21;02;01;2014;2.3
Lyon-St Exupery;21;02;01;2014;8.8
Bordeaux-Merignac;21;02;01;2014;11.9
Gourdon;21;02;01;2014;9.7
Millau;21;02;01;2014;6.3
Montelimar;21;02;01;2014;7.6
Embrun;21;02;01;2014;0.4
Mont-De-Marsan;21;02;01;2014;12.9
Tarbes-Ossun;21;02;01;2014;8.4
St Girons;21;02;01;2014;8.1
Toulouse-Blagnac;21;02;01;2014;11.2
Montpellier;21;02;01;2014;7.2
Marignane;21;02;01;2014;10.8
Cap Cepet;21;02;01;2014;10.2
Nice;21;02;01;2014;9.3
Perpignan;21;02;01;2014;9.8
Ajaccio;21;02;01;2014;13.5
Bastia;21;02;01;2014;9.3
Glorieuses;21;02;01;2014;28.2
Europa;21;02;01;2014;26.1
Tromelin;21;02;01;2014;26.9
Gillot-Aeroport;21;02;01;2014;25.0
Nouvelle Amsterdam;21;02;01;2014;10.6
Crozet;21;02;01;2014;5.7
Kerguelen;21;02;01;2014;10.1
Pamandzi;21;02;01;2014;28.0
St-Pierre;21;02;01;2014;-11.9
Le Raizet Aero;21;02;01;2014;26.7
Trinite-Caravel;21;02;01;2014;26.3
Lamentin-Aero;21;02;01;2014;27.0
Saint Laurent;21;02;01;2014;26.9
Cayenne-Matoury;21;02;01;2014;27.2
Saint Georges;21;02;01;2014;27.5
Maripasoula;21;02;01;2014;27.6
Dumont D'Urville;21;02;01;2014;4.0
Abbeville;00;03;01;2014;9.8
Lille-Lesquin;00;03;01;2014;8.3
Pte De La Hague;00;03;01;2014;10.8
Caen-Carpiquet;00;03;01;2014;10.9
Rouen-Boos;00;03;01;2014;9.6
Reims-Prunay;00;03;01;2014;6.5
Brest-Guipavas;00;03;01;2014;10.9
Ploumanac'H;00;03;01;2014;11.5
Rennes-St Jacques;00;03;01;2014;11.1
Alencon;00;03;01;2014;9.4
Orly;00;03;01;2014;9.3
Troyes-Barberey;00;03;01;2014;5.9
Nancy-Ochey;00;03;01;2014;4.8
Strasbourg-Entzheim;00;03;01;2014;6.3
Belle Ile-Le Talut;00;03;01;2014;12.4
Nantes-Bouguenais;00;03;01;2014;11.2
Tours;00;03;01;2014;10.2
Bourges;00;03;01;2014;7.8
Dijon-Longvic;00;03;01;2014;5.5
Bale-Mulhouse;00;03;01;2014;4.7
Pte De Chassiron;00;03;01;2014;12.2
Poitiers-Biard;00;03;01;2014;10.1
Limoges-Bellegarde;00;03;01;2014;8.7
Clermont-Fd;00;03;01;2014;7.2
Le Puy-Loudes;00;03;01;2014;4.2
Lyon-St Exupery;00;03;01;2014;9.1
Bordeaux-Merignac;00;03;01;2014;10.6
Gourdon;00;03;01;2014;10.0
Millau;00;03;01;2014;6.5
Montelimar;00;03;01;2014;9.2
Embrun;00;03;01;2014;0.7
Mont-De-Marsan;00;03;01;2014;11.1
Tarbes-Ossun;00;03;01;2014;10.9
St Girons;00;03;01;2014;7.8
Toulouse-Blagnac;00;03;01;2014;11.7
Montpellier;00;03;01;2014;9.4
Marignane;00;03;01;2014;11.4
Cap Cepet;00;03;01;2014;10.3
Nice;00;03;01;2014;9.0
Perpignan;00;03;01;2014;9.9
Ajaccio;00;03;01;2014;12.5
Bastia;00;03;01;2014;8.2
Glorieuses;00;03;01;2014;27.9
Europa;00;03;01;2014;26.1
Tromelin;00;03;01;2014;26.7
Gillot-Aeroport;00;03;01;2014;24.9
Nouvelle Amsterdam;00;03;01;2014;10.9
Crozet;00;03;01;2014;5.2
Kerguelen;00;03;01;2014;11.2
Pamandzi;00;03;01;2014;28.0
St-Pierre;00;03;01;2014;-12.5
Le Raizet Aero;00;03;01;2014;24.6
Trinite-Caravel;00;03;01;2014;26.0
Lamentin-Aero;00;03;01;2014;25.7
Saint Laurent;00;03;01;2014;24.8
Cayenne-Matoury;00;03;01;2014;25.0
Saint Georges;00;03;01;2014;24.6
Maripasoula;00;03;01;2014;22.3
Dumont D'Urville;00;03;01;2014;5.0
Lille-Lesquin;03;03;01;2014;9.5
Pte De La Hague;03;03;01;2014;11.4
Caen-Carpiquet;03;03;01;2014;11.1
Rouen-Boos;03;03;01;2014;10.3
Reims-Prunay;03;03;01;2014;6.4
Brest-Guipavas;03;03;01;2014;10.9
Ploumanac'H;03;03;01;2014;10.7
Rennes-St Jacques;03;03;01;2014;11.6
Alencon;03;03;01;2014;10.0
Orly;03;03;01;2014;10.2
Troyes-Barberey;03;03;01;2014;7.5
Nancy-Ochey;03;03;01;2014;6.1
Strasbourg-Entzheim;03;03;01;2014;4.5
Belle Ile-Le Talut;03;03;01;2014;12.4
Nantes-Bouguenais;03;03;01;2014;12.0
Tours;03;03;01;2014;10.9
Bourges;03;03;01;2014;8.6
Dijon-Longvic;03;03;01;2014;5.8
Bale-Mulhouse;03;03;01;2014;3.7
Pte De Chassiron;03;03;01;2014;12.9
Poitiers-Biard;03;03;01;2014;10.9
Limoges-Bellegarde;03;03;01;2014;8.0
Clermont-Fd;03;03;01;2014;8.4
Le Puy-Loudes;03;03;01;2014;6.2
Lyon-St Exupery;03;03;01;2014;10.3
Bordeaux-Merignac;03;03;01;2014;10.4
Gourdon;03;03;01;2014;9.0
Millau;03;03;01;2014;7.4
Montelimar;03;03;01;2014;9.0
Embrun;03;03;01;2014;1.3
Mont-De-Marsan;03;03;01;2014;10.3
Tarbes-Ossun;03;03;01;2014;9.1
St Girons;03;03;01;2014;9.9
Toulouse-Blagnac;03;03;01;2014;11.5
Montpellier;03;03;01;2014;9.8
Marignane;03;03;01;2014;11.1
Cap Cepet;03;03;01;2014;10.0
Nice;03;03;01;2014;8.5
Perpignan;03;03;01;2014;10.5
Ajaccio;03;03;01;2014;12.4
Bastia;03;03;01;2014;8.6
Glorieuses;03;03;01;2014;28.0
Europa;03;03;01;2014;25.3
Tromelin;03;03;01;2014;27.5
Gillot-Aeroport;03;03;01;2014;23.8
Nouvelle Amsterdam;03;03;01;2014;18.1
Crozet;03;03;01;2014;6.0
Kerguelen;03;03;01;2014;11.9
Pamandzi;03;03;01;2014;28.1
St-Pierre;03;03;01;2014;-12.3
Le Raizet Aero;03;03;01;2014;23.9
Trinite-Caravel;03;03;01;2014;25.8
Lamentin-Aero;03;03;01;2014;25.3
Saint Laurent;03;03;01;2014;24.3
Cayenne-Matoury;03;03;01;2014;24.5
Saint Georges;03;03;01;2014;23.2
Maripasoula;03;03;01;2014;22.2
Dumont D'Urville;03;03;01;2014;5.0
Abbeville;06;03;01;2014;10.8
Lille-Lesquin;06;03;01;2014;9.8
Pte De La Hague;06;03;01;2014;10.4
Caen-Carpiquet;06;03;01;2014;11.0
Rouen-Boos;06;03;01;2014;10.0
Reims-Prunay;06;03;01;2014;8.1
Brest-Guipavas;06;03;01;2014;9.5
Ploumanac'H;06;03;01;2014;9.5
Rennes-St Jacques;06;03;01;2014;12.2
Alencon;06;03;01;2014;10.8
Orly;06;03;01;2014;10.7
Troyes-Barberey;06;03;01;2014;9.4
Nancy-Ochey;06;03;01;2014;7.4
Strasbourg-Entzheim;06;03;01;2014;5.6
Belle Ile-Le Talut;06;03;01;2014;12.4
Nantes-Bouguenais;06;03;01;2014;11.9
Tours;06;03;01;2014;10.9
Bourges;06;03;01;2014;10.8
Dijon-Longvic;06;03;01;2014;7.4
Bale-Mulhouse;06;03;01;2014;3.7
Pte De Chassiron;06;03;01;2014;12.8
Poitiers-Biard;06;03;01;2014;11.7
Limoges-Bellegarde;06;03;01;2014;8.2
Clermont-Fd;06;03;01;2014;9.9
Le Puy-Loudes;06;03;01;2014;6.4
Lyon-St Exupery;06;03;01;2014;9.9
Bordeaux-Merignac;06;03;01;2014;11.2
Gourdon;06;03;01;2014;9.5
Millau;06;03;01;2014;7.4
Montelimar;06;03;01;2014;8.8
Embrun;06;03;01;2014;0.9
Mont-De-Marsan;06;03;01;2014;10.1
Tarbes-Ossun;06;03;01;2014;11.7
St Girons;06;03;01;2014;9.6
Toulouse-Blagnac;06;03;01;2014;11.3
Montpellier;06;03;01;2014;10.5
Marignane;06;03;01;2014;11.6
Cap Cepet;06;03;01;2014;10.8
Nice;06;03;01;2014;8.1
Perpignan;06;03;01;2014;9.8
Ajaccio;06;03;01;2014;11.9
Bastia;06;03;01;2014;7.8
Glorieuses;06;03;01;2014;30.5
Europa;06;03;01;2014;30.7
Tromelin;06;03;01;2014;31.0
Gillot-Aeroport;06;03;01;2014;24.3
Nouvelle Amsterdam;06;03;01;2014;18.4
Crozet;06;03;01;2014;8.4
Kerguelen;06;03;01;2014;11.8
Pamandzi;06;03;01;2014;30.3
St-Pierre;06;03;01;2014;-12.3
Le Raizet Aero;06;03;01;2014;23.4
Trinite-Caravel;06;03;01;2014;24.1
Lamentin-Aero;06;03;01;2014;24.7
Saint Laurent;06;03;01;2014;23.6
Cayenne-Matoury;06;03;01;2014;23.8
Saint Georges;06;03;01;2014;22.9
Maripasoula;06;03;01;2014;21.8
Dumont D'Urville;06;03;01;2014;5.2
Abbeville;09;03;01;2014;11.2
Lille-Lesquin;09;03;01;2014;10.6
Pte De La Hague;09;03;01;2014;10.9
Caen-Carpiquet;09;03;01;2014;11.3
Rouen-Boos;09;03;01;2014;10.7
Reims-Prunay;09;03;01;2014;10.6
Brest-Guipavas;09;03;01;2014;9.2
Ploumanac'H;09;03;01;2014;7.4
Rennes-St Jacques;09;03;01;2014;11.5
Alencon;09;03;01;2014;11.2
Orly;09;03;01;2014;11.6
Troyes-Barberey;09;03;01;2014;10.0
Nancy-Ochey;09;03;01;2014;8.4
Strasbourg-Entzheim;09;03;01;2014;7.6
Belle Ile-Le Talut;09;03;01;2014;12.2
Nantes-Bouguenais;09;03;01;2014;11.8
Tours;09;03;01;2014;12.0
Bourges;09;03;01;2014;10.5
Dijon-Longvic;09;03;01;2014;7.9
Bale-Mulhouse;09;03;01;2014;5.0
Pte De Chassiron;09;03;01;2014;12.3
Poitiers-Biard;09;03;01;2014;11.7
Limoges-Bellegarde;09;03;01;2014;8.7
Clermont-Fd;09;03;01;2014;10.5
Le Puy-Loudes;09;03;01;2014;7.8
Lyon-St Exupery;09;03;01;2014;10.6
Bordeaux-Merignac;09;03;01;2014;12.2
Gourdon;09;03;01;2014;9.8
Millau;09;03;01;2014;7.9
Montelimar;09;03;01;2014;8.8
Embrun;09;03;01;2014;1.1
Mont-De-Marsan;09;03;01;2014;11.1
Tarbes-Ossun;09;03;01;2014;10.9
St Girons;09;03;01;2014;9.1
Toulouse-Blagnac;09;03;01;2014;11.0
Montpellier;09;03;01;2014;10.5
Marignane;09;03;01;2014;12.2
Cap Cepet;09;03;01;2014;11.3
Nice;09;03;01;2014;8.1
Perpignan;09;03;01;2014;10.2
Ajaccio;09;03;01;2014;12.9
Bastia;09;03;01;2014;11.9
Glorieuses;09;03;01;2014;31.0
Europa;09;03;01;2014;31.6
Tromelin;09;03;01;2014;29.6
Gillot-Aeroport;09;03;01;2014;26.1
Nouvelle Amsterdam;09;03;01;2014;19.1
Crozet;09;03;01;2014;7.8
Kerguelen;09;03;01;2014;11.3
Pamandzi;09;03;01;2014;31.4
St-Pierre;09;03;01;2014;-13.0
Le Raizet Aero;09;03;01;2014;22.4
Trinite-Caravel;09;03;01;2014;25.4
Lamentin-Aero;09;03;01;2014;23.4
Saint Laurent;09;03;01;2014;23.6
Cayenne-Matoury;09;03;01;2014;23.4
Saint Georges;09;03;01;2014;22.1
Maripasoula;09;03;01;2014;21.8
Dumont D'Urville;09;03;01;2014;4.7
Abbeville;12;03;01;2014;12.4
Lille-Lesquin;12;03;01;2014;12.4
Pte De La Hague;12;03;01;2014;10.3
Caen-Carpiquet;12;03;01;2014;10.2
Rouen-Boos;12;03;01;2014;12.5
Reims-Prunay;12;03;01;2014;12.3
Brest-Guipavas;12;03;01;2014;6.9
Ploumanac'H;12;03;01;2014;10.1
Rennes-St Jacques;12;03;01;2014;11.1
Alencon;12;03;01;2014;12.0
Orly;12;03;01;2014;13.5
Troyes-Barberey;12;03;01;2014;13.2
Nancy-Ochey;12;03;01;2014;11.0
Strasbourg-Entzheim;12;03;01;2014;8.7
Belle Ile-Le Talut;12;03;01;2014;11.9
Nantes-Bouguenais;12;03;01;2014;12.8
Tours;12;03;01;2014;12.3
Bourges;12;03;01;2014;12.9
Dijon-Longvic;12;03;01;2014;10.0
Bale-Mulhouse;12;03;01;2014;8.6
Pte De Chassiron;12;03;01;2014;13.2
Poitiers-Biard;12;03;01;2014;12.8
Limoges-Bellegarde;12;03;01;2014;9.9
Clermont-Fd;12;03;01;2014;12.6
Le Puy-Loudes;12;03;01;2014;8.7
Lyon-St Exupery;12;03;01;2014;10.1
Bordeaux-Merignac;12;03;01;2014;14.3
Gourdon;12;03;01;2014;10.1
Millau;12;03;01;2014;8.6
Montelimar;12;03;01;2014;9.6
Embrun;12;03;01;2014;3.7
Mont-De-Marsan;12;03;01;2014;12.5
Tarbes-Ossun;12;03;01;2014;12.6
St Girons;12;03;01;2014;12.9
Toulouse-Blagnac;12;03;01;2014;11.9
Montpellier;12;03;01;2014;11.4
Marignane;12;03;01;2014;14.7
Cap Cepet;12;03;01;2014;13.2
Nice;12;03;01;2014;9.2
Perpignan;12;03;01;2014;14.7
Ajaccio;12;03;01;2014;15.2
Bastia;12;03;01;2014;16.2
Glorieuses;12;03;01;2014;31.9
Europa;12;03;01;2014;30.9
Tromelin;12;03;01;2014;30.6
Gillot-Aeroport;12;03;01;2014;25.6
Nouvelle Amsterdam;12;03;01;2014;17.5
Crozet;12;03;01;2014;6.8
Kerguelen;12;03;01;2014;8.5
Pamandzi;12;03;01;2014;30.4
St-Pierre;12;03;01;2014;-13.3
Le Raizet Aero;12;03;01;2014;23.7
Trinite-Caravel;12;03;01;2014;26.8
Lamentin-Aero;12;03;01;2014;25.7
Saint Laurent;12;03;01;2014;27.9
Cayenne-Matoury;12;03;01;2014;28.5
Saint Georges;12;03;01;2014;27.5
Maripasoula;12;03;01;2014;23.6
Dumont D'Urville;12;03;01;2014;4.5
Abbeville;15;03;01;2014;8.4
Lille-Lesquin;15;03;01;2014;6.2
Pte De La Hague;15;03;01;2014;7.8
Caen-Carpiquet;15;03;01;2014;9.5
Rouen-Boos;15;03;01;2014;9.5
Reims-Prunay;15;03;01;2014;12.9
Brest-Guipavas;15;03;01;2014;10.5
Ploumanac'H;15;03;01;2014;10.4
Rennes-St Jacques;15;03;01;2014;10.9
Alencon;15;03;01;2014;11.1
Orly;15;03;01;2014;12.7
Troyes-Barberey;15;03;01;2014;12.7
Nancy-Ochey;15;03;01;2014;10.8
Strasbourg-Entzheim;15;03;01;2014;10.8
Belle Ile-Le Talut;15;03;01;2014;11.8
Nantes-Bouguenais;15;03;01;2014;11.1
Tours;15;03;01;2014;11.9
Bourges;15;03;01;2014;12.9
Dijon-Longvic;15;03;01;2014;10.3
Bale-Mulhouse;15;03;01;2014;8.7
Pte De Chassiron;15;03;01;2014;12.5
Poitiers-Biard;15;03;01;2014;12.8
Limoges-Bellegarde;15;03;01;2014;11.4
Clermont-Fd;15;03;01;2014;15.0
Le Puy-Loudes;15;03;01;2014;8.1
Lyon-St Exupery;15;03;01;2014;9.9
Bordeaux-Merignac;15;03;01;2014;13.9
Gourdon;15;03;01;2014;10.8
Millau;15;03;01;2014;8.7
Montelimar;15;03;01;2014;10.2
Embrun;15;03;01;2014;4.1
Mont-De-Marsan;15;03;01;2014;12.7
Tarbes-Ossun;15;03;01;2014;10.0
St Girons;15;03;01;2014;11.4
Toulouse-Blagnac;15;03;01;2014;11.5
Montpellier;15;03;01;2014;11.7
Marignane;15;03;01;2014;13.8
Cap Cepet;15;03;01;2014;12.4
Nice;15;03;01;2014;10.8
Perpignan;15;03;01;2014;13.8
Ajaccio;15;03;01;2014;15.2
Bastia;15;03;01;2014;14.6
Glorieuses;15;03;01;2014;28.9
Europa;15;03;01;2014;29.9
Tromelin;15;03;01;2014;27.5
Gillot-Aeroport;15;03;01;2014;24.4
Nouvelle Amsterdam;15;03;01;2014;12.0
Crozet;15;03;01;2014;8.0
Kerguelen;15;03;01;2014;6.7
Pamandzi;15;03;01;2014;29.6
St-Pierre;15;03;01;2014;-13.3
Le Raizet Aero;15;03;01;2014;27.9
Trinite-Caravel;15;03;01;2014;27.5
Lamentin-Aero;15;03;01;2014;28.1
Saint Laurent;15;03;01;2014;26.2
Cayenne-Matoury;15;03;01;2014;29.7
Saint Georges;15;03;01;2014;31.9
Maripasoula;15;03;01;2014;29.4
Dumont D'Urville;15;03;01;2014;2.9
Abbeville;18;03;01;2014;7.1
Lille-Lesquin;18;03;01;2014;8.9
Pte De La Hague;18;03;01;2014;11.0
Caen-Carpiquet;18;03;01;2014;8.9
Rouen-Boos;18;03;01;2014;8.1
Reims-Prunay;18;03;01;2014;11.5
Brest-Guipavas;18;03;01;2014;9.5
Ploumanac'H;18;03;01;2014;9.5
Rennes-St Jacques;18;03;01;2014;9.6
