Station;hh;jj;mm;aaaa;temp
Nantes-Bouguenais;00;10;01;2014;3.8
Tours;00;10;01;2014;6.4
Bourges;00;10;01;2014;7.3
Dijon-Longvic;00;10;01;2014;8.2
Bale-Mulhouse;00;10;01;2014;6.2
Pte De Chassiron;00;10;01;2014;9.3
Poitiers-Biard;00;10;01;2014;7.5
Limoges-Bellegarde;00;10;01;2014;7.6
Clermont-Fd;00;10;01;2014;7.9
Le Puy-Loudes;00;10;01;2014;3.0
Lyon-St Exupery;00;10;01;2014;8.5
Bordeaux-Merignac;00;10;01;2014;5.1
Gourdon;00;10;01;2014;7.8
Millau;00;10;01;2014;5.3
Montelimar;00;10;01;2014;7.9
Embrun;00;10;01;2014;1.0
Mont-De-Marsan;00;10;01;2014;5.3
Tarbes-Ossun;00;10;01;2014;3.0
St Girons;00;10;01;2014;2.4
Toulouse-Blagnac;00;10;01;2014;8.7
Montpellier;00;10;01;2014;10.7
Marignane;00;10;01;2014;11.6
Cap Cepet;00;10;01;2014;11.2
Nice;00;10;01;2014;8.5
Perpignan;00;10;01;2014;10.0
Ajaccio;00;10;01;2014;6.1
Bastia;00;10;01;2014;8.4
Europa;00;10;01;2014;25.4
Tromelin;00;10;01;2014;26.4
Gillot-Aeroport;00;10;01;2014;24.4
Nouvelle Amsterdam;00;10;01;2014;10.7
Crozet;00;10;01;2014;5.1
Kerguelen;00;10;01;2014;2.9
Pamandzi;00;10;01;2014;27.8
St-Pierre;00;10;01;2014;-7.4
Le Raizet Aero;00;10;01;2014;23.1
Trinite-Caravel;00;10;01;2014;25.3
Lamentin-Aero;00;10;01;2014;24.5
Saint Laurent;00;10;01;2014;23.0
Cayenne-Matoury;00;10;01;2014;25.1
Saint Georges;00;10;01;2014;22.3
Maripasoula;00;10;01;2014;22.5
Dumont D'Urville;00;10;01;2014;0.1
Abbeville;03;10;01;2014;5.5
Lille-Lesquin;03;10;01;2014;5.2
Pte De La Hague;03;10;01;2014;9.7
Caen-Carpiquet;03;10;01;2014;4.3
Rouen-Boos;03;10;01;2014;3.1
Reims-Prunay;03;10;01;2014;2.5
Brest-Guipavas;03;10;01;2014;5.7
Ploumanac'H;03;10;01;2014;6.5
Rennes-St Jacques;03;10;01;2014;4.0
Alencon;03;10;01;2014;4.7
Orly;03;10;01;2014;4.5
Troyes-Barberey;03;10;01;2014;6.5
Nancy-Ochey;03;10;01;2014;4.1
Strasbourg-Entzheim;03;10;01;2014;3.9
Belle Ile-Le Talut;03;10;01;2014;7.9
Nantes-Bouguenais;03;10;01;2014;2.5
Tours;03;10;01;2014;2.8
Bourges;03;10;01;2014;6.8
Dijon-Longvic;03;10;01;2014;7.1
Bale-Mulhouse;03;10;01;2014;5.6
Pte De Chassiron;03;10;01;2014;9.2
Poitiers-Biard;03;10;01;2014;6.3
Limoges-Bellegarde;03;10;01;2014;6.9
Clermont-Fd;03;10;01;2014;7.4
Le Puy-Loudes;03;10;01;2014;0.4
Lyon-St Exupery;03;10;01;2014;6.9
Bordeaux-Merignac;03;10;01;2014;4.5
Gourdon;03;10;01;2014;6.1
Millau;03;10;01;2014;4.0
Montelimar;03;10;01;2014;5.1
Embrun;03;10;01;2014;0.8
Mont-De-Marsan;03;10;01;2014;5.5
Tarbes-Ossun;03;10;01;2014;3.1
St Girons;03;10;01;2014;3.9
Toulouse-Blagnac;03;10;01;2014;6.5
Montpellier;03;10;01;2014;10.8
Marignane;03;10;01;2014;10.5
Cap Cepet;03;10;01;2014;11.3
Nice;03;10;01;2014;7.2
Perpignan;03;10;01;2014;9.8
Ajaccio;03;10;01;2014;5.8
Bastia;03;10;01;2014;9.5
Europa;03;10;01;2014;23.9
Tromelin;03;10;01;2014;27.6
Gillot-Aeroport;03;10;01;2014;25.9
Nouvelle Amsterdam;03;10;01;2014;14.3
Crozet;03;10;01;2014;5.7
Kerguelen;03;10;01;2014;4.0
Pamandzi;03;10;01;2014;27.5
St-Pierre;03;10;01;2014;-7.4
Le Raizet Aero;03;10;01;2014;22.7
Trinite-Caravel;03;10;01;2014;24.1
Lamentin-Aero;03;10;01;2014;23.2
Saint Laurent;03;10;01;2014;22.6
Cayenne-Matoury;03;10;01;2014;25.1
Saint Georges;03;10;01;2014;22.6
Maripasoula;03;10;01;2014;22.1
Dumont D'Urville;03;10;01;2014;0.5
Abbeville;06;10;01;2014;5.9
Lille-Lesquin;06;10;01;2014;4.3
Pte De La Hague;06;10;01;2014;9.2
Caen-Carpiquet;06;10;01;2014;2.0
Rouen-Boos;06;10;01;2014;1.9
Reims-Prunay;06;10;01;2014;-0.2
Brest-Guipavas;06;10;01;2014;5.8
Ploumanac'H;06;10;01;2014;6.3
Rennes-St Jacques;06;10;01;2014;3.3
Alencon;06;10;01;2014;4.5
Orly;06;10;01;2014;5.0
Troyes-Barberey;06;10;01;2014;5.2
Nancy-Ochey;06;10;01;2014;5.0
Strasbourg-Entzheim;06;10;01;2014;4.1
Belle Ile-Le Talut;06;10;01;2014;8.0
Nantes-Bouguenais;06;10;01;2014;4.0
Tours;06;10;01;2014;4.7
Bourges;06;10;01;2014;6.6
Dijon-Longvic;06;10;01;2014;-999
Bale-Mulhouse;06;10;01;2014;5.2
Pte De Chassiron;06;10;01;2014;9.3
Poitiers-Biard;06;10;01;2014;6.4
Limoges-Bellegarde;06;10;01;2014;7.1
Clermont-Fd;06;10;01;2014;7.4
Le Puy-Loudes;06;10;01;2014;-0.5
Lyon-St Exupery;06;10;01;2014;4.7
Bordeaux-Merignac;06;10;01;2014;4.8
Gourdon;06;10;01;2014;4.4
Millau;06;10;01;2014;2.5
Montelimar;06;10;01;2014;3.5
Embrun;06;10;01;2014;0.7
Mont-De-Marsan;06;10;01;2014;4.8
Tarbes-Ossun;06;10;01;2014;2.4
St Girons;06;10;01;2014;4.1
Toulouse-Blagnac;06;10;01;2014;4.6
Montpellier;06;10;01;2014;10.2
Marignane;06;10;01;2014;9.5
Cap Cepet;06;10;01;2014;11.1
Nice;06;10;01;2014;6.4
Perpignan;06;10;01;2014;10.0
Ajaccio;06;10;01;2014;5.0
Bastia;06;10;01;2014;10.1
Europa;06;10;01;2014;28.5
Tromelin;06;10;01;2014;30.5
Gillot-Aeroport;06;10;01;2014;29.0
Nouvelle Amsterdam;06;10;01;2014;14.7
Crozet;06;10;01;2014;7.6
Kerguelen;06;10;01;2014;6.0
Pamandzi;06;10;01;2014;30.3
St-Pierre;06;10;01;2014;-7.1
Le Raizet Aero;06;10;01;2014;23.5
Trinite-Caravel;06;10;01;2014;23.7
Lamentin-Aero;06;10;01;2014;23.8
Saint Laurent;06;10;01;2014;22.2
Cayenne-Matoury;06;10;01;2014;24.1
Saint Georges;06;10;01;2014;22.8
Maripasoula;06;10;01;2014;22.2
Dumont D'Urville;06;10;01;2014;1.0
Abbeville;09;10;01;2014;5.4
Lille-Lesquin;09;10;01;2014;4.4
Pte De La Hague;09;10;01;2014;9.8
Caen-Carpiquet;09;10;01;2014;2.9
Rouen-Boos;09;10;01;2014;3.3
Reims-Prunay;09;10;01;2014;1.2
Brest-Guipavas;09;10;01;2014;6.1
Ploumanac'H;09;10;01;2014;6.1
Rennes-St Jacques;09;10;01;2014;2.7
Alencon;09;10;01;2014;4.7
Orly;09;10;01;2014;5.5
Troyes-Barberey;09;10;01;2014;5.6
Nancy-Ochey;09;10;01;2014;5.5
Strasbourg-Entzheim;09;10;01;2014;5.4
Belle Ile-Le Talut;09;10;01;2014;9.4
Nantes-Bouguenais;09;10;01;2014;6.0
Tours;09;10;01;2014;6.1
Bourges;09;10;01;2014;7.1
Dijon-Longvic;09;10;01;2014;-999
Bale-Mulhouse;09;10;01;2014;5.5
Pte De Chassiron;09;10;01;2014;9.7
Poitiers-Biard;09;10;01;2014;6.8
Limoges-Bellegarde;09;10;01;2014;6.8
Clermont-Fd;09;10;01;2014;6.5
Le Puy-Loudes;09;10;01;2014;2.9
Lyon-St Exupery;09;10;01;2014;7.1
Bordeaux-Merignac;09;10;01;2014;5.2
Gourdon;09;10;01;2014;5.7
Millau;09;10;01;2014;2.4
Montelimar;09;10;01;2014;7.6
Embrun;09;10;01;2014;2.4
Mont-De-Marsan;09;10;01;2014;5.8
Tarbes-Ossun;09;10;01;2014;3.3
St Girons;09;10;01;2014;7.3
Toulouse-Blagnac;09;10;01;2014;7.1
Montpellier;09;10;01;2014;10.5
Marignane;09;10;01;2014;10.0
Cap Cepet;09;10;01;2014;11.4
Nice;09;10;01;2014;8.5
Perpignan;09;10;01;2014;10.3
Ajaccio;09;10;01;2014;9.4
Bastia;09;10;01;2014;11.1
Europa;09;10;01;2014;28.4
Tromelin;09;10;01;2014;30.9
Gillot-Aeroport;09;10;01;2014;29.6
Nouvelle Amsterdam;09;10;01;2014;16.3
Crozet;09;10;01;2014;8.8
Kerguelen;09;10;01;2014;6.4
Pamandzi;09;10;01;2014;31.1
St-Pierre;09;10;01;2014;-6.4
Le Raizet Aero;09;10;01;2014;23.2
Trinite-Caravel;09;10;01;2014;25.5
Lamentin-Aero;09;10;01;2014;23.8
Saint Laurent;09;10;01;2014;22.1
Cayenne-Matoury;09;10;01;2014;23.3
Saint Georges;09;10;01;2014;22.6
Maripasoula;09;10;01;2014;22.3
Dumont D'Urville;09;10;01;2014;0.4
Abbeville;12;10;01;2014;7.7
Lille-Lesquin;12;10;01;2014;5.4
Pte De La Hague;12;10;01;2014;9.0
Caen-Carpiquet;12;10;01;2014;5.6
Rouen-Boos;12;10;01;2014;4.2
Reims-Prunay;12;10;01;2014;6.4
Brest-Guipavas;12;10;01;2014;9.7
Ploumanac'H;12;10;01;2014;10.6
Rennes-St Jacques;12;10;01;2014;4.8
Alencon;12;10;01;2014;4.7
Orly;12;10;01;2014;5.8
Troyes-Barberey;12;10;01;2014;10.4
Nancy-Ochey;12;10;01;2014;8.7
Strasbourg-Entzheim;12;10;01;2014;10.0
Belle Ile-Le Talut;12;10;01;2014;10.1
Nantes-Bouguenais;12;10;01;2014;9.4
Tours;12;10;01;2014;7.7
Bourges;12;10;01;2014;11.3
Dijon-Longvic;12;10;01;2014;8.7
Bale-Mulhouse;12;10;01;2014;7.5
Pte De Chassiron;12;10;01;2014;11.3
Poitiers-Biard;12;10;01;2014;11.8
Limoges-Bellegarde;12;10;01;2014;8.7
Clermont-Fd;12;10;01;2014;10.5
Le Puy-Loudes;12;10;01;2014;9.2
Lyon-St Exupery;12;10;01;2014;9.6
Bordeaux-Merignac;12;10;01;2014;10.3
Gourdon;12;10;01;2014;12.1
Millau;12;10;01;2014;9.6
Montelimar;12;10;01;2014;12.1
Embrun;12;10;01;2014;10.8
Mont-De-Marsan;12;10;01;2014;13.5
Tarbes-Ossun;12;10;01;2014;10.7
St Girons;12;10;01;2014;13.9
Toulouse-Blagnac;12;10;01;2014;13.1
Montpellier;12;10;01;2014;12.6
Marignane;12;10;01;2014;11.7
Cap Cepet;12;10;01;2014;14.1
Nice;12;10;01;2014;12.2
Perpignan;12;10;01;2014;12.3
Ajaccio;12;10;01;2014;14.5
Bastia;12;10;01;2014;14.9
Europa;12;10;01;2014;28.4
Gillot-Aeroport;12;10;01;2014;29.5
Nouvelle Amsterdam;12;10;01;2014;13.4
Crozet;12;10;01;2014;8.2
Kerguelen;12;10;01;2014;6.5
Pamandzi;12;10;01;2014;30.9
St-Pierre;12;10;01;2014;-4.7
Le Raizet Aero;12;10;01;2014;24.6
Trinite-Caravel;12;10;01;2014;25.9
Lamentin-Aero;12;10;01;2014;25.6
Saint Laurent;12;10;01;2014;24.3
Cayenne-Matoury;12;10;01;2014;25.1
Saint Georges;12;10;01;2014;23.8
Maripasoula;12;10;01;2014;23.6
Dumont D'Urville;12;10;01;2014;-0.6
Abbeville;15;10;01;2014;6.4
Lille-Lesquin;15;10;01;2014;5.8
Pte De La Hague;15;10;01;2014;8.3
Caen-Carpiquet;15;10;01;2014;6.8
Rouen-Boos;15;10;01;2014;5.1
Reims-Prunay;15;10;01;2014;6.8
Brest-Guipavas;15;10;01;2014;9.9
Ploumanac'H;15;10;01;2014;10.5
Rennes-St Jacques;15;10;01;2014;6.6
Alencon;15;10;01;2014;5.3
Orly;15;10;01;2014;6.1
Troyes-Barberey;15;10;01;2014;8.8
Nancy-Ochey;15;10;01;2014;8.8
Strasbourg-Entzheim;15;10;01;2014;10.0
Belle Ile-Le Talut;15;10;01;2014;9.4
Nantes-Bouguenais;15;10;01;2014;10.8
Tours;15;10;01;2014;9.4
Bourges;15;10;01;2014;11.4
Dijon-Longvic;15;10;01;2014;10.8
Bale-Mulhouse;15;10;01;2014;7.7
Pte De Chassiron;15;10;01;2014;11.9
Poitiers-Biard;15;10;01;2014;12.5
Limoges-Bellegarde;15;10;01;2014;12.1
Clermont-Fd;15;10;01;2014;12.4
Le Puy-Loudes;15;10;01;2014;11.5
Lyon-St Exupery;15;10;01;2014;10.3
Bordeaux-Merignac;15;10;01;2014;13.8
Gourdon;15;10;01;2014;15.4
Millau;15;10;01;2014;11.8
Montelimar;15;10;01;2014;14.2
Embrun;15;10;01;2014;12.7
Mont-De-Marsan;15;10;01;2014;14.0
Tarbes-Ossun;15;10;01;2014;12.2
St Girons;15;10;01;2014;13.1
Toulouse-Blagnac;15;10;01;2014;12.4
Montpellier;15;10;01;2014;13.0
Marignane;15;10;01;2014;13.4
Cap Cepet;15;10;01;2014;13.4
Nice;15;10;01;2014;13.0
Perpignan;15;10;01;2014;12.6
Ajaccio;15;10;01;2014;14.8
Bastia;15;10;01;2014;14.2
Europa;15;10;01;2014;28.1
Tromelin;15;10;01;2014;27.5
Gillot-Aeroport;15;10;01;2014;27.6
Nouvelle Amsterdam;15;10;01;2014;12.1
Crozet;15;10;01;2014;6.9
Kerguelen;15;10;01;2014;6.7
Pamandzi;15;10;01;2014;29.2
St-Pierre;15;10;01;2014;-3.2
Le Raizet Aero;15;10;01;2014;26.6
Trinite-Caravel;15;10;01;2014;26.8
Lamentin-Aero;15;10;01;2014;27.6
Saint Laurent;15;10;01;2014;23.9
Cayenne-Matoury;15;10;01;2014;26.7
Saint Georges;15;10;01;2014;25.3
Maripasoula;15;10;01;2014;29.1
Dumont D'Urville;15;10;01;2014;-0.9
Abbeville;18;10;01;2014;4.7
Lille-Lesquin;18;10;01;2014;5.5
Pte De La Hague;18;10;01;2014;7.9
Caen-Carpiquet;18;10;01;2014;3.7
Rouen-Boos;18;10;01;2014;4.1
Reims-Prunay;18;10;01;2014;3.4
Brest-Guipavas;18;10;01;2014;7.4
Ploumanac'H;18;10;01;2014;7.9
Rennes-St Jacques;18;10;01;2014;7.6
Alencon;18;10;01;2014;5.6
Orly;18;10;01;2014;5.9
Troyes-Barberey;18;10;01;2014;3.9
Nancy-Ochey;18;10;01;2014;4.4
Strasbourg-Entzheim;18;10;01;2014;3.6
Belle Ile-Le Talut;18;10;01;2014;9.2
Nantes-Bouguenais;18;10;01;2014;9.9
Tours;18;10;01;2014;6.3
Bourges;18;10;01;2014;8.1
Dijon-Longvic;18;10;01;2014;4.7
Bale-Mulhouse;18;10;01;2014;5.5
Pte De Chassiron;18;10;01;2014;10.8
Poitiers-Biard;18;10;01;2014;9.0
Limoges-Bellegarde;18;10;01;2014;10.1
Clermont-Fd;18;10;01;2014;5.9
Le Puy-Loudes;18;10;01;2014;3.4
Lyon-St Exupery;18;10;01;2014;7.7
Bordeaux-Merignac;18;10;01;2014;10.4
Gourdon;18;10;01;2014;11.6
Millau;18;10;01;2014;6.3
Montelimar;18;10;01;2014;8.0
Embrun;18;10;01;2014;5.7
Mont-De-Marsan;18;10;01;2014;9.0
Tarbes-Ossun;18;10;01;2014;6.7
St Girons;18;10;01;2014;9.6
Toulouse-Blagnac;18;10;01;2014;10.7
Montpellier;18;10;01;2014;11.8
Marignane;18;10;01;2014;12.4
Cap Cepet;18;10;01;2014;11.8
Nice;18;10;01;2014;11.3
Perpignan;18;10;01;2014;11.5
Ajaccio;18;10;01;2014;9.1
Bastia;18;10;01;2014;13.0
Europa;18;10;01;2014;25.9
Tromelin;18;10;01;2014;27.3
Gillot-Aeroport;18;10;01;2014;26.4
Nouvelle Amsterdam;18;10;01;2014;11.8
Crozet;18;10;01;2014;6.6
Kerguelen;18;10;01;2014;6.6
Pamandzi;18;10;01;2014;28.3
St-Pierre;18;10;01;2014;-3.6
Le Raizet Aero;18;10;01;2014;27.4
Trinite-Caravel;18;10;01;2014;26.3
Lamentin-Aero;18;10;01;2014;27.8
Saint Laurent;18;10;01;2014;24.0
Cayenne-Matoury;18;10;01;2014;23.8
Saint Georges;18;10;01;2014;27.0
Maripasoula;18;10;01;2014;29.1
Dumont D'Urville;18;10;01;2014;-0.7
Abbeville;21;10;01;2014;3.6
Lille-Lesquin;21;10;01;2014;5.2
Pte De La Hague;21;10;01;2014;8.1
Caen-Carpiquet;21;10;01;2014;5.0
Rouen-Boos;21;10;01;2014;4.8
Reims-Prunay;21;10;01;2014;3.5
Brest-Guipavas;21;10;01;2014;6.5
Ploumanac'H;21;10;01;2014;7.6
Rennes-St Jacques;21;10;01;2014;7.5
Alencon;21;10;01;2014;6.0
Orly;21;10;01;2014;5.7
Troyes-Barberey;21;10;01;2014;1.4
Nancy-Ochey;21;10;01;2014;2.9
Strasbourg-Entzheim;21;10;01;2014;1.9
Belle Ile-Le Talut;21;10;01;2014;8.6
Nantes-Bouguenais;21;10;01;2014;9.5
Tours;21;10;01;2014;6.4
Bourges;21;10;01;2014;6.4
Dijon-Longvic;21;10;01;2014;2.8
Bale-Mulhouse;21;10;01;2014;2.0
Pte De Chassiron;21;10;01;2014;10.0
Poitiers-Biard;21;10;01;2014;7.5
Limoges-Bellegarde;21;10;01;2014;9.2
Clermont-Fd;21;10;01;2014;5.2
Le Puy-Loudes;21;10;01;2014;1.8
Lyon-St Exupery;21;10;01;2014;5.9
Bordeaux-Merignac;21;10;01;2014;8.6
Gourdon;21;10;01;2014;9.9
Millau;21;10;01;2014;5.7
Montelimar;21;10;01;2014;6.3
Embrun;21;10;01;2014;5.0
Mont-De-Marsan;21;10;01;2014;6.2
Tarbes-Ossun;21;10;01;2014;7.0
St Girons;21;10;01;2014;5.4
Toulouse-Blagnac;21;10;01;2014;10.0
Montpellier;21;10;01;2014;11.5
Marignane;21;10;01;2014;12.6
Cap Cepet;21;10;01;2014;11.5
Nice;21;10;01;2014;10.1
Perpignan;21;10;01;2014;8.0
Ajaccio;21;10;01;2014;7.7
Bastia;21;10;01;2014;12.2
Europa;21;10;01;2014;24.5
Gillot-Aeroport;21;10;01;2014;25.7
Nouvelle Amsterdam;21;10;01;2014;13.2
Crozet;21;10;01;2014;8.0
Kerguelen;21;10;01;2014;5.7
Pamandzi;21;10;01;2014;26.3
St-Pierre;21;10;01;2014;-3.7
Le Raizet Aero;21;10;01;2014;26.3
Trinite-Caravel;21;10;01;2014;26.0
Lamentin-Aero;21;10;01;2014;26.6
Saint Laurent;21;10;01;2014;24.8
Cayenne-Matoury;21;10;01;2014;24.6
Saint Georges;21;10;01;2014;24.8
Maripasoula;21;10;01;2014;26.0
Dumont D'Urville;21;10;01;2014;0.8
Abbeville;00;11;01;2014;4.2
Lille-Lesquin;00;11;01;2014;4.6
Pte De La Hague;00;11;01;2014;8.7
Caen-Carpiquet;00;11;01;2014;5.5
Rouen-Boos;00;11;01;2014;4.6
Reims-Prunay;00;11;01;2014;1.1
Brest-Guipavas;00;11;01;2014;7.4
Ploumanac'H;00;11;01;2014;7.5
Rennes-St Jacques;00;11;01;2014;7.1
Alencon;00;11;01;2014;5.7
Orly;00;11;01;2014;5.5
Troyes-Barberey;00;11;01;2014;0.6
Nancy-Ochey;00;11;01;2014;2.4
Strasbourg-Entzheim;00;11;01;2014;0.1
Belle Ile-Le Talut;00;11;01;2014;8.3
Nantes-Bouguenais;00;11;01;2014;8.2
Tours;00;11;01;2014;6.4
Bourges;00;11;01;2014;6.1
Dijon-Longvic;00;11;01;2014;2.7
Bale-Mulhouse;00;11;01;2014;2.5
Pte De Chassiron;00;11;01;2014;9.8
Poitiers-Biard;00;11;01;2014;7.3
Limoges-Bellegarde;00;11;01;2014;8.5
Clermont-Fd;00;11;01;2014;4.3
Le Puy-Loudes;00;11;01;2014;2.9
Lyon-St Exupery;00;11;01;2014;6.7
Bordeaux-Merignac;00;11;01;2014;6.9
Gourdon;00;11;01;2014;8.5
Millau;00;11;01;2014;6.3
Montelimar;00;11;01;2014;8.7
Embrun;00;11;01;2014;5.9
Mont-De-Marsan;00;11;01;2014;5.3
Tarbes-Ossun;00;11;01;2014;9.4
St Girons;00;11;01;2014;2.5
Toulouse-Blagnac;00;11;01;2014;9.6
Montpellier;00;11;01;2014;11.0
Marignane;00;11;01;2014;12.0
Cap Cepet;00;11;01;2014;11.0
Nice;00;11;01;2014;10.0
Perpignan;00;11;01;2014;9.1
Ajaccio;00;11;01;2014;6.0
Bastia;00;11;01;2014;11.4
Europa;00;11;01;2014;26.6
Tromelin;00;11;01;2014;27.2
Gillot-Aeroport;00;11;01;2014;25.6
Nouvelle Amsterdam;00;11;01;2014;12.8
Crozet;00;11;01;2014;8.7
Kerguelen;00;11;01;2014;5.1
Pamandzi;00;11;01;2014;26.4
St-Pierre;00;11;01;2014;-3.3
Le Raizet Aero;00;11;01;2014;24.1
Trinite-Caravel;00;11;01;2014;25.7
Lamentin-Aero;00;11;01;2014;24.8
Saint Laurent;00;11;01;2014;23.4
Cayenne-Matoury;00;11;01;2014;22.8
Saint Georges;00;11;01;2014;23.5
Maripasoula;00;11;01;2014;23.0
Dumont D'Urville;00;11;01;2014;1.6
Abbeville;03;11;01;2014;4.3
Lille-Lesquin;03;11;01;2014;3.9
Pte De La Hague;03;11;01;2014;9.5
Caen-Carpiquet;03;11;01;2014;5.8
Rouen-Boos;03;11;01;2014;4.8
Reims-Prunay;03;11;01;2014;1.9
Brest-Guipavas;03;11;01;2014;7.1
Ploumanac'H;03;11;01;2014;8.1
Rennes-St Jacques;03;11;01;2014;7.1
Alencon;03;11;01;2014;5.7
Orly;03;11;01;2014;5.6
Troyes-Barberey;03;11;01;2014;3.3
Nancy-Ochey;03;11;01;2014;2.8
Strasbourg-Entzheim;03;11;01;2014;-0.5
Belle Ile-Le Talut;03;11;01;2014;7.7
Nantes-Bouguenais;03;11;01;2014;6.6
Tours;03;11;01;2014;6.0
Bourges;03;11;01;2014;5.6
Dijon-Longvic;03;11;01;2014;1.4
Bale-Mulhouse;03;11;01;2014;3.6
Pte De Chassiron;03;11;01;2014;10.7
Poitiers-Biard;03;11;01;2014;6.1
Limoges-Bellegarde;03;11;01;2014;6.8
Clermont-Fd;03;11;01;2014;3.6
Le Puy-Loudes;03;11;01;2014;2.3
Lyon-St Exupery;03;11;01;2014;9.6
Bordeaux-Merignac;03;11;01;2014;8.6
Gourdon;03;11;01;2014;6.9
Millau;03;11;01;2014;6.4
Montelimar;03;11;01;2014;9.1
Embrun;03;11;01;2014;5.7
Mont-De-Marsan;03;11;01;2014;9.3
Tarbes-Ossun;03;11;01;2014;8.6
St Girons;03;11;01;2014;2.2
Toulouse-Blagnac;03;11;01;2014;8.2
Montpellier;03;11;01;2014;10.9
Marignane;03;11;01;2014;12.1
Cap Cepet;03;11;01;2014;11.0
Nice;03;11;01;2014;9.8
Perpignan;03;11;01;2014;9.2
Ajaccio;03;11;01;2014;6.6
Bastia;03;11;01;2014;11.5
Europa;03;11;01;2014;23.0
Tromelin;03;11;01;2014;26.3
Gillot-Aeroport;03;11;01;2014;27.3
Nouvelle Amsterdam;03;11;01;2014;16.3
Crozet;03;11;01;2014;8.2
Kerguelen;03;11;01;2014;5.2
Pamandzi;03;11;01;2014;26.5
St-Pierre;03;11;01;2014;-2.7
Le Raizet Aero;03;11;01;2014;24.3
Trinite-Caravel;03;11;01;2014;25.2
Lamentin-Aero;03;11;01;2014;23.6
Saint Laurent;03;11;01;2014;23.3
Cayenne-Matoury;03;11;01;2014;22.6
Saint Georges;03;11;01;2014;23.1
Maripasoula;03;11;01;2014;22.8
Dumont D'Urville;03;11;01;2014;2.3
Abbeville;06;11;01;2014;4.7
Lille-Lesquin;06;11;01;2014;3.9
Pte De La Hague;06;11;01;2014;9.2
Caen-Carpiquet;06;11;01;2014;3.8
Rouen-Boos;06;11;01;2014;4.8
Reims-Prunay;06;11;01;2014;3.1
Brest-Guipavas;06;11;01;2014;7.7
Ploumanac'H;06;11;01;2014;8.9
Rennes-St Jacques;06;11;01;2014;6.6
Alencon;06;11;01;2014;4.4
Orly;06;11;01;2014;5.7
Troyes-Barberey;06;11;01;2014;2.9
Nancy-Ochey;06;11;01;2014;2.9
Strasbourg-Entzheim;06;11;01;2014;1.1
Belle Ile-Le Talut;06;11;01;2014;6.7
Nantes-Bouguenais;06;11;01;2014;7.5
Tours;06;11;01;2014;5.7
Bourges;06;11;01;2014;5.8
Dijon-Longvic;06;11;01;2014;3.3
Bale-Mulhouse;06;11;01;2014;3.6
Pte De Chassiron;06;11;01;2014;10.1
Poitiers-Biard;06;11;01;2014;6.1
Limoges-Bellegarde;06;11;01;2014;7.6
Clermont-Fd;06;11;01;2014;6.7
Le Puy-Loudes;06;11;01;2014;5.2
Lyon-St Exupery;06;11;01;2014;9.9
Bordeaux-Merignac;06;11;01;2014;9.1
Gourdon;06;11;01;2014;5.9
Millau;06;11;01;2014;6.4
Montelimar;06;11;01;2014;8.9
Embrun;06;11;01;2014;2.8
Mont-De-Marsan;06;11;01;2014;9.1
Tarbes-Ossun;06;11;01;2014;7.6
St Girons;06;11;01;2014;5.7
Toulouse-Blagnac;06;11;01;2014;8.5
Montpellier;06;11;01;2014;10.6
Marignane;06;11;01;2014;12.0
Cap Cepet;06;11;01;2014;11.1
Nice;06;11;01;2014;9.7
Perpignan;06;11;01;2014;8.9
Ajaccio;06;11;01;2014;5.1
Bastia;06;11;01;2014;8.8
Europa;06;11;01;2014;29.3
Gillot-Aeroport;06;11;01;2014;30.0
Nouvelle Amsterdam;06;11;01;2014;18.3
Crozet;06;11;01;2014;7.9
Kerguelen;06;11;01;2014;6.6
Pamandzi;06;11;01;2014;29.9
St-Pierre;06;11;01;2014;-1.7
Le Raizet Aero;06;11;01;2014;22.7
Trinite-Caravel;06;11;01;2014;22.3
Lamentin-Aero;06;11;01;2014;23.5
Saint Laurent;06;11;01;2014;22.4
Cayenne-Matoury;06;11;01;2014;22.2
Saint Georges;06;11;01;2014;22.7
Maripasoula;06;11;01;2014;22.6
Dumont D'Urville;06;11;01;2014;3.2
Abbeville;09;11;01;2014;6.0
Lille-Lesquin;09;11;01;2014;5.6
Pte De La Hague;09;11;01;2014;9.0
Caen-Carpiquet;09;11;01;2014;6.2
Rouen-Boos;09;11;01;2014;5.7
Reims-Prunay;09;11;01;2014;4.2
Brest-Guipavas;09;11;01;2014;6.4
Ploumanac'H;09;11;01;2014;8.2
Rennes-St Jacques;09;11;01;2014;5.8
Alencon;09;11;01;2014;4.4
Orly;09;11;01;2014;5.8
Troyes-Barberey;09;11;01;2014;3.9
Nancy-Ochey;09;11;01;2014;4.1
Strasbourg-Entzheim;09;11;01;2014;2.4
Belle Ile-Le Talut;09;11;01;2014;6.1
Nantes-Bouguenais;09;11;01;2014;8.0
Tours;09;11;01;2014;5.9
Bourges;09;11;01;2014;7.4
Dijon-Longvic;09;11;01;2014;4.4
Bale-Mulhouse;09;11;01;2014;4.8
Pte De Chassiron;09;11;01;2014;9.2
Poitiers-Biard;09;11;01;2014;7.8
Limoges-Bellegarde;09;11;01;2014;7.8
Clermont-Fd;09;11;01;2014;7.1
Le Puy-Loudes;09;11;01;2014;3.8
Lyon-St Exupery;09;11;01;2014;10.3
Bordeaux-Merignac;09;11;01;2014;10.0
Gourdon;09;11;01;2014;8.8
Millau;09;11;01;2014;6.9
Montelimar;09;11;01;2014;9.2
